country,duration,tempo,chroma_mean,centroid_mean,rolloff_mean,zcr_mean,rhythm_strength,harmonic_percussive_ratio,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5
ie.mp3,65.41061224489796,[101.33272059],0.39192444,2178.5687893884237,4521.926800271739,0.050767992319210295,0.8193987,2.5029447,-265.70062,140.70697,-36.099495,33.099125,-12.718132
eh.mp3,63.402086167800455,[101.33272059],0.31067532,1009.2499331586043,1778.3224580053095,0.027780896706792384,0.72031194,6.70552,-297.0642,208.8184,-19.39594,5.768634,2.0315914
am.mp3,29.648979591836735,[112.34714674],0.3776308,1519.0936211109802,2836.5906000697437,0.03931543504062255,0.8237037,3.740938,-224.4927,192.25932,-37.40306,27.006628,-5.9024196
bw.mp3,56.55510204081633,[103.359375],0.3138526,2015.2047514393296,4030.5630387931033,0.05255888639803982,0.86454326,4.1243634,-211.91936,182.41455,-42.226833,34.231968,-26.596659
fj.mp3,86.17795918367347,[90.66611842],0.34342498,1255.5896915557817,2198.4753495259665,0.04052043690219588,0.8023901,4.2510853,-231.83278,226.44783,-37.14909,2.1600316,2.909395
de.mp3,74.05714285714286,[70.79409247],0.34447408,1627.027946436093,2973.826831387659,0.045404415366828654,0.8399645,3.6308544,-224.4689,192.01566,-32.742676,13.539023,-3.6329236
al.mp3,65.95918367346938,[93.96306818],0.3208799,1553.111312384772,2991.5462892687433,0.04100978143699402,0.840068,4.236273,-224.12769,197.6824,-27.9144,24.409327,-5.9149632
is.mp3,99.29142857142857,[109.95678191],0.35191417,1230.0101274314366,2229.375092483997,0.03654944719688998,0.7310197,4.487598,-268.76907,216.02306,-22.683361,2.2269459,5.9181485
ky.mp3,104.59428571428572,[129.19921875],0.31035605,1249.224913374349,2131.175289175222,0.04285635318396226,0.772598,7.049395,-347.46744,196.24457,-22.224092,-2.1269827,0.073483236
id.mp3,109.06122448979592,[99.38401442],0.36917612,1933.7634377175482,3806.462413259128,0.053012249341334895,0.9050495,2.5472572,-173.3276,188.46387,-54.330982,37.21827,-11.528268
kh.mp3,91.66367346938776,[114.84375],0.3033774,1017.1914409188814,1764.9399777676197,0.036658939257218845,0.7418516,5.540259,-331.6028,234.45439,-17.79585,-6.318476,13.01249
at.mp3,89.52163265306122,[123.046875],0.35503563,2115.1142840501943,4209.865478547286,0.050730528526617816,0.83059466,4.0748763,-236.58734,173.17151,-30.742638,42.417656,-26.140627
ag.mp3,60.86530612244898,[70.79409247],0.3556357,929.1191548402012,1664.2418406834113,0.03176193630197406,0.59843963,5.4153886,-290.93726,229.69965,-15.188223,-11.565019,18.696741
ir.mp3,57.12979591836735,[161.49902344],0.37808388,1892.1764303580724,3652.243037651138,0.053861361067364354,0.79063445,5.364855,-201.26613,145.393,-31.98565,17.227835,-8.395914
gt.mp3,97.64571428571429,[95.703125],0.35010898,1136.9449349757197,1977.1172167585603,0.036861315817827846,0.7757446,3.9944193,-287.11942,212.7933,-15.968345,-0.10854369,8.227211
ca.mp3,78.96816326530612,[90.66611842],0.40656108,1646.413180757425,3138.057560908097,0.04328460379300206,0.83869606,3.307636,-188.14093,195.58318,-39.210186,29.8593,-5.636819
ec.mp3,198.87020408163266,[114.84375],0.3677383,1193.2289717786593,2165.84552183669,0.03311698454830706,0.9171618,2.9508994,-262.4071,204.57408,-11.830958,11.034282,4.7939415
bo.mp3,100.59755102040816,[101.33272059],0.35781798,2350.0181763381106,4895.3755454774955,0.06027176951096365,1.0182079,2.5802236,-243.0796,167.07942,-39.84139,44.60823,-20.086557
gm.mp3,79.88244897959184,[117.45383523],0.3255539,1371.0497499764172,2524.2697140450155,0.04253766315306642,0.6708462,5.1083674,-298.30118,192.56554,-29.771835,1.8201013,8.931172
ar.mp3,213.34204081632652,[126.04801829],0.34600607,1245.952708395785,2259.1946287574488,0.03634992972321234,0.76067173,3.7173011,-267.8401,190.98048,-9.766498,1.6338354,6.5766325
kg.mp3,123.32408163265306,[103.359375],0.33731362,2425.1626757045697,5091.046788954392,0.05563698938917914,0.9309509,3.7798593,-141.89696,168.51015,-46.54969,43.656677,-35.590294
dk.mp3,79.43836734693878,[151.99908088],0.31253552,1492.5216935061558,2623.90403229121,0.04386168461383896,0.8176421,4.0430923,-253.30466,207.32263,-30.538734,8.095568,-6.9401636
er.mp3,119.51020408163265,[107.66601562],0.31957796,2297.0238773911665,4743.845811083823,0.05004640901253157,1.0220035,3.067458,-278.73007,153.38187,-28.76302,30.54595,-11.7975645
fm.mp3,35.70938775510204,[107.66601562],0.36359456,1371.2629000610227,2582.2762795635567,0.036990955685143045,0.7090227,4.904771,-280.43256,199.73909,-15.312265,8.402162,4.6437907
gh.mp3,57.57387755102041,[97.50884434],0.4139304,2281.3714634106427,4874.687391711819,0.05285575620589718,0.84119064,2.6637053,-300.56052,140.62515,-32.486984,40.383022,-9.706043
